1 2 9 0
1 3 17.793595 1
1 4 0.873840 1
1 5 1.371000 1
1 6 2 0
1 7 0 0
1 8 1 2
1 9 1 2
1 10 0.000000 3
1 11 0.000000 3
1 10 0.000000 3
1 11 0.000000 3
1 10 0.000017 3
1 11 0.000022 3
1 10 0.000017 3
1 11 0.000022 3
1 10 0.000131 3
1 11 0.000101 3
1 10 0.000131 3
1 11 0.000101 3
1 10 0.000402 3
1 11 0.000136 3
1 10 0.000402 3
1 11 0.000136 3
1 10 0.000798 3
1 11 0.000097 3
1 10 0.000798 3
1 11 0.000097 3
1 10 0.000995 3
1 11 0.000155 3
1 10 0.000995 3
1 11 0.000155 3
1 10 0.000893 3
1 11 0.000742 3
1 10 0.000893 3
1 11 0.000742 3
1 10 0.000675 3
1 11 0.001243 3
1 10 0.000675 3
1 11 0.001243 3
1 10 0.000355 3
1 11 0.001923 3
1 10 0.000355 3
1 11 0.001923 3
1 10 0.000002 3
1 11 0.002655 3
1 10 0.000002 3
1 11 0.002655 3
1 10 0.000300 3
1 11 0.003239 3
1 10 0.000300 3
1 11 0.003239 3
1 10 0.000517 3
1 11 0.003621 3
1 10 0.000517 3
1 11 0.003621 3
1 10 0.000736 3
1 11 0.004013 3
1 10 0.000736 3
1 11 0.004013 3
1 10 0.001048 3
1 11 0.004451 3
1 10 0.001048 3
1 11 0.004451 3
1 10 0.001405 3
1 11 0.004750 3
1 10 0.001405 3
1 11 0.004750 3
1 10 0.001838 3
1 11 0.005102 3
1 10 0.001838 3
1 11 0.005102 3
1 10 0.002139 3
1 11 0.005351 3
1 10 0.002139 3
1 11 0.005351 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002191 3
1 11 0.005396 3
1 10 0.002201 3
1 11 0.005404 3
1 10 0.002201 3
1 11 0.005404 3
1 10 0.002401 3
1 11 0.005576 3
1 10 0.002401 3
1 11 0.005576 3
1 10 0.002759 3
1 11 0.005909 3
1 10 0.002759 3
1 11 0.005909 3
1 10 0.003102 3
1 11 0.006191 3
1 10 0.003102 3
1 11 0.006191 3
1 10 0.003442 3
1 11 0.006375 3
1 10 0.003442 3
1 11 0.006375 3
1 10 0.003707 3
1 11 0.006541 3
1 10 0.003707 3
1 11 0.006541 3
1 10 0.003748 3
1 11 0.006863 3
1 10 0.003748 3
1 11 0.006863 3
1 10 0.003816 3
1 11 0.007454 3
1 10 0.003816 3
1 11 0.007454 3
1 10 0.003972 3
1 11 0.008078 3
1 10 0.003972 3
1 11 0.008078 3
1 10 0.004152 3
1 11 0.008751 3
1 10 0.004152 3
1 11 0.008751 3
1 10 0.004389 3
1 11 0.009609 3
1 10 0.004389 3
1 11 0.009609 3
1 10 0.004608 3
1 11 0.010406 3
1 10 0.004608 3
1 11 0.010406 3
1 10 0.004747 3
1 11 0.010826 3
1 10 0.004747 3
1 11 0.010826 3
1 10 0.004772 3
1 11 0.010897 3
1 10 0.004772 3
1 11 0.010897 3
1 10 0.004823 3
1 11 0.011097 3
1 10 0.004823 3
1 11 0.011097 3
1 10 0.004881 3
1 11 0.011464 3
1 10 0.004881 3
1 11 0.011464 3
1 10 0.004769 3
1 11 0.011699 3
1 10 0.004769 3
1 11 0.011699 3
1 10 0.004374 3
1 11 0.011742 3
1 10 0.004374 3
1 11 0.011742 3
1 10 0.003850 3
1 11 0.011743 3
1 10 0.003850 3
1 11 0.011743 3
1 10 0.003321 3
1 11 0.011764 3
1 10 0.003321 3
1 11 0.011764 3
1 10 0.002896 3
1 11 0.011842 3
