1,2,11,0
1,6,4,0
1,7,2,0
1,3,19.793595,1
1,4,1.12616,1
1,5,3.371,1
1,8,3,2
1,10,0,3
1,10,0.000017,3
1,11,0.000022,3
1,10,0.000131,3
1,11,0.000101,3
1,10,0.000402,3
1,11,0.000136,3
1,10,0.000798,3
1,11,0.000097,3
1,10,0.000995,3
1,11,0.000155,3
1,10,0.000893,3
1,11,0.000742,3
1,10,0.000675,3
1,11,0.001243,3
1,10,0.000355,3
1,11,0.001923,3
1,10,0.000002,3
1,11,0.002655,3
1,10,0.0003,3
1,11,0.003239,3
1,10,0.000517,3
1,11,0.003621,3
1,10,0.000736,3
1,11,0.004013,3
1,10,0.001048,3
1,11,0.004451,3
1,10,0.001405,3
1,11,0.00475,3
1,10,0.001838,3
1,11,0.005102,3
1,10,0.002139,3
1,11,0.005351,3
1,10,0.002191,3
1,11,0.005396,3
16,10,0.042529,3
16,11,0.006173,3
16,10,0.042632,3
16,11,0.006352,3
16,10,0.042716,3
16,11,0.006768,3
16,10,0.042798,3
16,11,0.007288,3
16,10,0.042872,3
16,11,0.007658,3
16,10,0.042944,3
16,11,0.00811,3
16,10,0.043054,3
16,11,0.00848,3
16,10,0.04313,3
16,11,0.008953,3
16,10,0.043179,3
16,11,0.0093,3
16,10,0.043061,3
16,11,0.00947,3
16,10,0.042951,3
16,11,0.009424,3
16,10,0.042733,3
16,11,0.009384,3
16,10,0.042547,3
16,11,0.009316,3
16,10,0.042473,3
16,11,0.009368,3
17,2,0,0
17,3,0.60125,1
17,4,0.050276,1
17,5,0.595,1
17,8,0,2
17,10,0.042436,3
17,11,0.009323,3
17,11,0.009324,3
30,10,0.452448,3
30,11,0.500173,3
30,10,0.55353,3
30,11,0.334798,3
30,10,0.451914,3
30,11,0.499294,3
30,10,0.554365,3
30,11,0.333984,3
30,10,0.451391,3
30,11,0.498404,3
30,10,0.555192,3
30,11,0.333185,3
30,10,0.450774,3
30,11,0.497388,3
30,10,0.556018,3
30,11,0.332373,3
30,10,0.556733,3
30,11,0.331686,3
30,10,0.450189,3
30,11,0.496454,3
30,10,0.557589,3
30,11,0.330849,3
30,10,0.449705,3
30,11,0.495641,3
30,10,0.449086,3
30,11,0.494599,3
30,10,0.558301,3
30,11,0.330163,3
30,10,0.55909,3
30,11,0.32931,3
30,10,0.448604,3
30,11,0.493793,3
30,10,0.55988,3
30,11,0.32854,3
30,10,0.448058,3
30,11,0.492875,3
30,10,0.447495,3
30,11,0.491976,3
30,10,0.560568,3
30,11,0.327884,3
30,10,0.447054,3
30,11,0.491247,3
30,10,0.561249,3
30,11,0.327221,3
30,10,0.446512,3
30,11,0.490346,3
30,10,0.446058,3
30,11,0.489592,3
30,10,0.562053,3
30,11,0.326438,3
30,10,0.445617,3
30,11,0.488848,3
48,10,0.043135,3
48,11,0.009353,3
48,10,0.04305,3
48,11,0.009398,3
48,10,0.042784,3
48,11,0.009362,3
48,10,0.04256,3
48,11,0.009339,3
49,6,1,0
49,3,12.232646,1
49,4,0.235998,1
49,5,12.005,1
49,9,1,2
49,10,0.00981,3
49,11,0.004347,3
49,10,0.011201,3
49,11,0.010375,3
49,10,0.009867,3
49,11,0.003979,3
49,10,0.011316,3
49,11,0.009638,3
49,10,0.011259,3
49,11,0.010007,3
49,10,0.010895,3
49,11,0.019066,3
49,10,0.010677,3
49,11,0.019764,3
49,10,0.010458,3
49,11,0.020463,3
131,10,0.040211,3
131,11,0.012065,3
131,10,0.039953,3
131,11,0.012113,3
131,10,0.039732,3
131,11,0.012162,3
131,10,0.039369,3
131,11,0.012204,3
131,10,0.039003,3
131,11,0.012256,3
131,10,0.038711,3
131,11,0.012307,3
131,10,0.038275,3
131,11,0.012376,3
131,10,0.037862,3
131,11,0.012409,3
131,10,0.037613,3
131,11,0.012401,3
131,10,0.037608,3
131,11,0.012398,3
131,10,0.037612,3
131,11,0.0124,3
131,10,0.037615,3
131,11,0.012391,3
131,11,0.01239,3
131,11,0.012388,3
131,10,0.037393,3
131,11,0.012343,3
131,10,0.037087,3
131,11,0.012356,3
131,10,0.036852,3
131,11,0.012363,3
131,10,0.036624,3
131,11,0.012326,3
131,10,0.036445,3
131,11,0.012304,3
131,10,0.036086,3
131,11,0.012305,3
131,10,0.035786,3
133,10,0.043416,3
133,11,0.011558,3
