133,10,0.042991,3
133,11,0.011625,3
133,10,0.042608,3
133,11,0.011691,3
133,10,0.042116,3
133,11,0.011775,3
133,10,0.041792,3
133,11,0.011833,3
133,10,0.041442,3
133,11,0.011874,3
133,10,0.041219,3
133,11,0.011921,3
133,10,0.040949,3
133,11,0.011948,3
133,10,0.040585,3
133,11,0.012003,3
133,10,0.040245,3
133,11,0.012086,3
133,10,0.040008,3
133,10,0.039826,3
133,11,0.012123,3
133,10,0.039505,3
133,11,0.012199,3
133,10,0.039066,3
133,11,0.012258,3
133,10,0.038682,3
133,11,0.012313,3
133,10,0.038224,3
133,11,0.012387,3
133,10,0.037902,3
133,11,0.012421,3
133,10,0.037689,3
133,11,0.012411,3
133,10,0.037695,3
133,11,0.01241,3
133,10,0.037694,3
133,11,0.012404,3
133,10,0.037693,3
133,11,0.012402,3
134,10,0.042248,3
134,11,0.016966,3
134,10,0.042216,3
134,11,0.01695,3
134,10,0.042218,3
134,11,0.01694,3
134,10,0.042231,3
134,11,0.016961,3
134,10,0.04223,3
134,11,0.016995,3
134,10,0.042266,3
134,11,0.016975,3
134,10,0.042278,3
134,11,0.016976,3
134,11,0.016978,3
135,10,0.042245,3
135,11,0.017005,3
135,10,0.042225,3
135,11,0.01697,3
135,10,0.042211,3
135,11,0.016943,3
135,10,0.042206,3
135,10,0.042196,3
135,11,0.016921,3
136,10,0.029215,3
136,11,0.00107,3
136,10,0.029154,3
136,11,0.001087,3
136,10,0.028926,3
136,11,0.001169,3
136,10,0.028857,3
136,11,0.0014,3
136,10,0.028855,3
136,11,0.001917,3
136,10,0.028858,3
136,11,0.002517,3
136,10,0.028874,3
136,11,0.003072,3
136,10,0.028911,3
136,11,0.003434,3
136,10,0.028916,3
136,11,0.003584,3
136,10,0.028914,3
136,11,0.003595,3
136,10,0.028912,3
136,11,0.003593,3
136,10,0.02891,3
136,11,0.003594,3
136,10,0.028918,3
136,11,0.003722,3
136,10,0.028935,3
136,11,0.003924,3
136,10,0.028907,3
136,11,0.004099,3
136,10,0.028581,3
136,11,0.00416,3
136,10,0.02839,3
136,11,0.004231,3
